checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,accepted
from_0_to_200,,Delay_in_past,education,2039.9035915016643,100_to_500DM,4_to_7yrs,2,male_single,,3,unknown/no_property,32.0,none,rent,1,skilled_employee/official,1,yes,yes,0
0_checking,12.0,Existing_credits_paid_till_now,furniture/equipment,4512.0,<100DM,unemployed,3,female_divorced/separated/married,,4,unknown/no_property,55.0,none,for_free,1,management_self-employed_highly_qualified/officer,1,no,yes,0
0_checking,36.0,Critical_acct_other_credits_existing,furniture/equipment,1918.747651772318,<100DM,1_to_4yrs,3,male_married/widowed,,2,building_society_savings_agreement/life_insurance,46.0,none,own,2,skilled_employee/official,1,yes,yes,0
from_0_to_200,12.0,Existing_credits_paid_till_now,new_car,5482.0,<100DM,>7yrs,1,male_divorced/separated,,1,real_estate,46.0,none,rent,2,skilled_employee/official,1,no,yes,1
,24.0,Critical_acct_other_credits_existing,radio/television,2311.339900120484,>1000DM,1_to_4yrs,4,female_divorced/separated/married,,1,real_estate,43.0,none,own,2,unskilled_resident,1,no,yes,0
,18.0,Existing_credits_paid_till_now,radio/television,2970.0,<100DM,<1yr,3,male_married/widowed,,4,real_estate,39.0,none,own,1,skilled_employee/official,1,yes,yes,0
from_0_to_200,18.0,Critical_acct_other_credits_existing,business,4106.0,Unknown_or_no_savings_acct,1_to_4yrs,4,male_married/widowed,,4,real_estate,28.0,bank,own,2,skilled_employee/official,1,no,yes,0
,24.0,Delay_in_past,business,9180.568508945207,<100DM,<1yr,2,male_single,,2,car_or_other_nonsavings,27.0,bank,own,2,skilled_employee/official,1,yes,yes,1
,14.0,,new_car,773.8859545118613,<100DM,1_to_4yrs,4,male_single,,2,car_or_other_nonsavings,27.0,none,own,2,unskilled_resident,1,no,yes,0
from_0_to_200,,Delay_in_past,new_car,4117.278186644837,Unknown_or_no_savings_acct,>7yrs,4,male_single,,4,car_or_other_nonsavings,43.0,none,own,1,skilled_employee/official,2,no,yes,0
from_0_to_200,24.0,Existing_credits_paid_till_now,radio/television,8550.556954141044,<100DM,<1yr,1,male_married/widowed,,1,building_society_savings_agreement/life_insurance,22.0,none,own,1,skilled_employee/official,1,yes,yes,1
,24.0,Critical_acct_other_credits_existing,used_car,4870.0,Unknown_or_no_savings_acct,4_to_7yrs,4,male_single,,4,car_or_other_nonsavings,43.0,none,own,2,skilled_employee/official,2,yes,yes,0
0_checking,15.0,Existing_credits_paid_till_now,radio/television,3494.735456346976,<100DM,<1yr,4,male_married/widowed,,2,real_estate,27.0,none,own,1,skilled_employee/official,1,no,no,0
,,Existing_credits_paid_till_now,radio/television,4339.0,500_to_1000DM,>7yrs,3,male_divorced/separated,,2,car_or_other_nonsavings,26.0,none,own,1,management_self-employed_highly_qualified/officer,1,yes,yes,0
more_than_200,12.0,Critical_acct_other_credits_existing,new_car,5348.342548585204,500_to_1000DM,4_to_7yrs,4,male_married/widowed,,2,real_estate,28.0,none,own,3,skilled_employee/official,1,yes,yes,1
from_0_to_200,24.0,Existing_credits_paid_till_now,radio/television,767.0,<100DM,>7yrs,4,female_divorced/separated/married,,4,car_or_other_nonsavings,20.0,none,own,1,skilled_employee/official,1,yes,yes,0
,33.0,Critical_acct_other_credits_existing,used_car,3310.0,<100DM,4_to_7yrs,3,male_single,,2,car_or_other_nonsavings,35.0,none,own,2,management_self-employed_highly_qualified/officer,1,yes,yes,0
,12.0,Critical_acct_other_credits_existing,business,1117.0,<100DM,unemployed,4,male_single,,2,car_or_other_nonsavings,,stores,own,2,management_self-employed_highly_qualified/officer,1,yes,yes,1
,10.0,Existing_credits_paid_till_now,new_car,2331.0,500_to_1000DM,1_to_4yrs,3,male_single,,2,unknown/no_property,40.0,none,rent,1,unskilled_resident,2,no,no,0
0_checking,24.0,Existing_credits_paid_till_now,new_car,5217.0,Unknown_or_no_savings_acct,1_to_4yrs,4,female_divorced/separated/married,,2,building_society_savings_agreement/life_insurance,35.0,none,own,1,skilled_employee/official,1,no,yes,1
,36.0,Critical_acct_other_credits_existing,used_car,3371.0,<100DM,>7yrs,2,male_single,,2,building_society_savings_agreement/life_insurance,35.0,none,own,2,skilled_employee/official,2,yes,yes,0
0_checking,12.0,Existing_credits_paid_till_now,new_car,6245.119955697688,<100DM,<1yr,4,male_single,,1,real_estate,33.0,none,own,1,unskilled_resident,2,no,yes,1
0_checking,18.0,Delay_in_past,education,2729.0,Unknown_or_no_savings_acct,1_to_4yrs,1,female_divorced/separated/married,,2,car_or_other_nonsavings,23.0,none,rent,2,skilled_employee/official,1,yes,yes,0
,21.0,Existing_credits_paid_till_now,new_car,2659.8731068399834,500_to_1000DM,4_to_7yrs,1,female_divorced/separated/married,,2,car_or_other_nonsavings,,bank,own,1,management_self-employed_highly_qualified/officer,1,no,yes,0
from_0_to_200,18.0,Existing_credits_paid_till_now,new_car,7106.851209511115,Unknown_or_no_savings_acct,1_to_4yrs,4,female_divorced/separated/married,,2,building_society_savings_agreement/life_insurance,33.0,none,own,1,skilled_employee/official,1,no,yes,1
,15.0,Existing_credits_paid_till_now,new_car,2560.0,>1000DM,4_to_7yrs,2,female_divorced/separated/married,,3,car_or_other_nonsavings,20.0,none,rent,1,skilled_employee/official,1,no,yes,0
from_0_to_200,12.0,Existing_credits_paid_till_now,used_car,557.0,Unknown_or_no_savings_acct,1_to_4yrs,4,male_single,,2,car_or_other_nonsavings,30.0,none,own,1,skilled_employee/official,1,no,yes,0
from_0_to_200,12.0,Critical_acct_other_credits_existing,new_car,1687.9972703139194,<100DM,4_to_7yrs,2,male_single,,3,real_estate,47.0,none,own,2,unskilled_resident,2,no,yes,0
,21.0,,furniture/equipment,1239.0,100_to_500DM,4_to_7yrs,4,male_single,,3,real_estate,34.0,none,own,2,management_self-employed_highly_qualified/officer,1,no,yes,0
from_0_to_200,,Existing_credits_paid_till_now,furniture/equipment,9560.0,Unknown_or_no_savings_acct,>7yrs,1,female_divorced/separated/married,,2,building_society_savings_agreement/life_insurance,25.0,bank,own,1,skilled_employee/official,1,yes,yes,1
from_0_to_200,18.0,Existing_credits_paid_till_now,used_car,658.0,<100DM,1_to_4yrs,1,male_married/widowed,,3,car_or_other_nonsavings,21.0,none,rent,1,skilled_employee/official,1,yes,yes,0
,28.0,Critical_acct_other_credits_existing,radio/television,2936.0,<100DM,>7yrs,4,male_single,,2,car_or_other_nonsavings,29.0,none,own,2,skilled_employee/official,1,no,yes,0
,18.0,Critical_acct_other_credits_existing,radio/television,3113.0,>1000DM,1_to_4yrs,4,male_single,,3,real_estate,46.0,none,own,2,skilled_employee/official,1,no,yes,0
,9.0,Existing_credits_paid_till_now,furniture/equipment,3710.7143499480894,<100DM,>7yrs,1,male_single,,4,car_or_other_nonsavings,,none,own,1,skilled_employee/official,1,no,yes,0
0_checking,18.0,Critical_acct_other_credits_existing,repairs,8088.204057387448,<100DM,unemployed,2,female_divorced/separated/married,,4,unknown/no_property,55.0,none,for_free,3,unemployed/unskilled_nonresident,2,no,yes,1
,5.0,Existing_credits_paid_till_now,business,6923.0,<100DM,4_to_7yrs,1,male_single,,4,real_estate,74.0,none,own,1,unskilled_resident,1,no,yes,0
from_0_to_200,24.0,Existing_credits_paid_till_now,other,27389.0,<100DM,1_to_4yrs,2,male_single,co-applicant,3,car_or_other_nonsavings,29.0,bank,own,2,management_self-employed_highly_qualified/officer,1,yes,yes,1
0_checking,6.0,Critical_acct_other_credits_existing,furniture/equipment,4101.096937234406,<100DM,unemployed,4,male_single,,4,unknown/no_property,36.0,none,for_free,3,management_self-employed_highly_qualified/officer,1,yes,yes,0
,24.0,Critical_acct_other_credits_existing,repairs,2839.0,<100DM,1_to_4yrs,4,male_divorced/separated,,2,real_estate,33.0,none,own,2,skilled_employee/official,1,yes,yes,0
0_checking,9.0,Existing_credits_paid_till_now,furniture/equipment,1204.0,<100DM,1_to_4yrs,3,male_single,,2,real_estate,25.0,none,own,1,skilled_employee/official,1,no,yes,0
from_0_to_200,12.0,Existing_credits_paid_till_now,radio/television,5893.0,Unknown_or_no_savings_acct,1_to_4yrs,2,male_married/widowed,,1,real_estate,25.0,none,own,1,skilled_employee/official,1,yes,yes,1
,6.0,,repairs,2594.427965989056,500_to_1000DM,4_to_7yrs,2,male_married/widowed,,4,real_estate,23.0,none,rent,1,unskilled_resident,1,no,yes,0
,24.0,Critical_acct_other_credits_existing,new_car,2349.0,>1000DM,>7yrs,4,female_divorced/separated/married,,4,real_estate,37.0,none,own,2,skilled_employee/official,1,yes,yes,0
0_checking,42.0,Critical_acct_other_credits_existing,repairs,2945.539374535281,<100DM,unemployed,4,male_single,co-applicant,4,car_or_other_nonsavings,65.0,none,own,2,unemployed/unskilled_nonresident,1,no,yes,0
more_than_200,12.0,All_credits_paid_duly,business,8961.0,<100DM,<1yr,4,female_divorced/separated/married,,1,real_estate,26.0,none,own,1,unemployed/unskilled_nonresident,1,no,yes,1
,12.0,Existing_credits_paid_till_now,new_car,2805.625699901377,<100DM,>7yrs,4,male_single,,4,car_or_other_nonsavings,39.0,none,own,1,management_self-employed_highly_qualified/officer,1,yes,yes,0
0_checking,12.0,,furniture/equipment,4976.0,<100DM,1_to_4yrs,2,female_divorced/separated/married,co-applicant,3,building_society_savings_agreement/life_insurance,30.0,none,own,1,skilled_employee/official,1,no,yes,0
from_0_to_200,20.0,Delay_in_past,other,1246.9636833500415,<100DM,1_to_4yrs,2,male_single,,3,car_or_other_nonsavings,29.0,bank,own,2,skilled_employee/official,1,yes,yes,0
,12.0,Existing_credits_paid_till_now,education,7873.656770524834,<100DM,>7yrs,4,male_single,,4,car_or_other_nonsavings,41.0,bank,own,1,unskilled_resident,2,no,yes,1
from_0_to_200,48.0,Critical_acct_other_credits_existing,furniture/equipment,7056.0,<100DM,1_to_4yrs,2,female_divorced/separated/married,,3,car_or_other_nonsavings,30.0,none,own,1,management_self-employed_highly_qualified/officer,1,yes,yes,1
,9.0,Critical_acct_other_credits_existing,education,851.8002305258477,Unknown_or_no_savings_acct,>7yrs,4,female_divorced/separated/married,,4,building_society_savings_agreement/life_insurance,41.0,none,rent,2,unskilled_resident,1,no,yes,0
0_checking,36.0,Existing_credits_paid_till_now,new_car,3172.0,<100DM,<1yr,4,female_divorced/separated/married,,4,car_or_other_nonsavings,34.0,none,own,1,skilled_employee/official,1,yes,yes,1
from_0_to_200,7.0,Existing_credits_paid_till_now,radio/television,1599.0,<100DM,1_to_4yrs,2,male_single,guarantor,2,real_estate,35.0,none,own,1,skilled_employee/official,1,no,yes,0
more_than_200,,Existing_credits_paid_till_now,furniture/equipment,1141.0,Unknown_or_no_savings_acct,>7yrs,3,female_divorced/separated/married,,4,real_estate,55.0,none,own,1,management_self-employed_highly_qualified/officer,1,yes,yes,0
from_0_to_200,15.0,,repairs,5080.0,>1000DM,1_to_4yrs,3,male_married/widowed,,3,building_society_savings_agreement/life_insurance,61.0,stores,own,2,skilled_employee/official,1,no,yes,1
,36.0,Critical_acct_other_credits_existing,used_car,665.3712184056258,Unknown_or_no_savings_acct,1_to_4yrs,4,male_single,,2,car_or_other_nonsavings,30.0,none,own,1,management_self-employed_highly_qualified/officer,1,yes,yes,0
,6.0,Existing_credits_paid_till_now,radio/television,3469.0,<100DM,1_to_4yrs,3,female_divorced/separated/married,,1,real_estate,29.0,none,own,1,skilled_employee/official,1,no,yes,0
,12.0,No_credits_taken_or_all_paid,furniture/equipment,3206.396456684652,<100DM,>7yrs,2,male_single,,4,building_society_savings_agreement/life_insurance,34.0,none,own,2,skilled_employee/official,1,no,yes,0
,24.0,Existing_credits_paid_till_now,used_car,1305.0,<100DM,>7yrs,4,male_single,,4,car_or_other_nonsavings,35.0,none,own,1,management_self-employed_highly_qualified/officer,1,yes,yes,0
0_checking,24.0,,new_car,6814.0,<100DM,4_to_7yrs,2,male_single,co-applicant,3,building_society_savings_agreement/life_insurance,31.0,none,own,1,skilled_employee/official,1,yes,yes,1
,24.0,Existing_credits_paid_till_now,used_car,2752.0,<100DM,<1yr,4,female_divorced/separated/married,,1,unknown/no_property,29.0,none,own,1,management_self-employed_highly_qualified/officer,1,yes,yes,0
0_checking,11.0,Critical_acct_other_credits_existing,new_car,2490.513023088972,<100DM,1_to_4yrs,2,male_single,,2,real_estate,36.0,none,rent,2,skilled_employee/official,2,no,yes,0
0_checking,12.0,Existing_credits_paid_till_now,used_car,9391.94897608877,<100DM,>7yrs,3,male_single,,4,unknown/no_property,35.0,none,for_free,1,skilled_employee/official,1,yes,yes,1
0_checking,6.0,Existing_credits_paid_till_now,domestic_appliances,3319.0,<100DM,<1yr,4,female_divorced/separated/married,,1,real_estate,27.0,none,own,1,skilled_employee/official,1,no,yes,0
,18.0,,radio/television,2091.449518207473,<100DM,<1yr,3,male_single,,2,car_or_other_nonsavings,32.0,none,own,1,skilled_employee/official,1,yes,yes,0
0_checking,36.0,Existing_credits_paid_till_now,furniture/equipment,1528.2531915489917,<100DM,1_to_4yrs,1,male_single,guarantor,2,building_society_savings_agreement/life_insurance,37.0,none,own,1,skilled_employee/official,2,no,yes,0
0_checking,15.0,Existing_credits_paid_till_now,new_car,4798.0,<100DM,<1yr,2,male_single,,3,real_estate,36.0,none,own,1,skilled_employee/official,1,no,yes,0
from_0_to_200,12.0,Existing_credits_paid_till_now,furniture/equipment,1629.0,<100DM,<1yr,3,female_divorced/separated/married,,1,real_estate,34.0,none,rent,1,management_self-employed_highly_qualified/officer,1,no,yes,0
from_0_to_200,12.0,Existing_credits_paid_till_now,retraining,2813.234828663405,Unknown_or_no_savings_acct,>7yrs,4,male_single,,4,building_society_savings_agreement/life_insurance,38.0,none,own,2,skilled_employee/official,1,no,yes,0
,18.0,Existing_credits_paid_till_now,business,4096.0,<100DM,4_to_7yrs,4,male_single,,1,car_or_other_nonsavings,34.0,stores,own,2,skilled_employee/official,1,yes,yes,0
0_checking,24.0,Existing_credits_paid_till_now,used_car,4104.847010998398,<100DM,1_to_4yrs,3,male_single,guarantor,4,unknown/no_property,63.0,bank,own,1,skilled_employee/official,2,yes,yes,0
0_checking,24.0,Delay_in_past,radio/television,8666.10975032716,<100DM,<1yr,4,female_divorced/separated/married,,2,car_or_other_nonsavings,29.0,none,rent,1,unskilled_resident,1,yes,yes,1
,48.0,Delay_in_past,radio/television,1916.0,Unknown_or_no_savings_acct,>7yrs,3,male_single,,3,car_or_other_nonsavings,32.0,bank,own,2,skilled_employee/official,2,no,yes,0
,33.0,Delay_in_past,business,1037.1297150439873,<100DM,1_to_4yrs,2,female_divorced/separated/married,,2,car_or_other_nonsavings,26.0,none,own,2,skilled_employee/official,1,yes,yes,0
,24.0,Delay_in_past,used_car,1091.0,<100DM,4_to_7yrs,3,male_single,,3,car_or_other_nonsavings,35.0,none,own,2,unskilled_resident,1,yes,yes,0
from_0_to_200,24.0,Existing_credits_paid_till_now,radio/television,10953.0,100_to_500DM,<1yr,3,male_married/widowed,,2,car_or_other_nonsavings,22.0,none,rent,1,skilled_employee/official,1,yes,yes,1
0_checking,6.0,Existing_credits_paid_till_now,education,7770.921615533622,<100DM,<1yr,4,female_divorced/separated/married,,4,building_society_savings_agreement/life_insurance,23.0,none,own,1,skilled_employee/official,1,no,yes,1
0_checking,9.0,Existing_credits_paid_till_now,new_car,9015.471299913332,<100DM,1_to_4yrs,4,male_single,,3,car_or_other_nonsavings,28.0,none,own,1,unskilled_resident,1,no,yes,1
,6.0,Existing_credits_paid_till_now,retraining,631.9706603163712,Unknown_or_no_savings_acct,unemployed,4,male_single,,4,building_society_savings_agreement/life_insurance,36.0,none,own,1,management_self-employed_highly_qualified/officer,2,yes,yes,0
from_0_to_200,18.0,Critical_acct_other_credits_existing,radio/television,6258.042453069709,<100DM,1_to_4yrs,4,male_married/widowed,,2,car_or_other_nonsavings,33.0,none,own,1,skilled_employee/official,1,no,yes,1
0_checking,18.0,No_credits_taken_or_all_paid,furniture/equipment,5191.72839015886,<100DM,<1yr,1,female_divorced/separated/married,,4,building_society_savings_agreement/life_insurance,26.0,none,rent,1,skilled_employee/official,1,no,yes,1
,,Existing_credits_paid_till_now,used_car,3972.0,500_to_1000DM,1_to_4yrs,4,male_single,,4,car_or_other_nonsavings,24.0,none,own,1,skilled_employee/official,1,no,yes,0
more_than_200,,Existing_credits_paid_till_now,radio/television,4577.0,<100DM,4_to_7yrs,4,male_single,,2,car_or_other_nonsavings,25.0,bank,own,1,skilled_employee/official,1,no,yes,0
from_0_to_200,12.0,Existing_credits_paid_till_now,business,1131.7944247120183,100_to_500DM,4_to_7yrs,3,male_single,,4,real_estate,39.0,none,own,1,unskilled_resident,1,no,yes,0
0_checking,15.0,Critical_acct_other_credits_existing,furniture/equipment,1467.9832785237784,<100DM,>7yrs,4,male_single,,4,car_or_other_nonsavings,,none,own,2,skilled_employee/official,2,yes,yes,0
from_0_to_200,12.0,Critical_acct_other_credits_existing,radio/television,3446.0,<100DM,1_to_4yrs,1,female_divorced/separated/married,,1,real_estate,23.0,none,own,1,unskilled_resident,1,no,yes,0
from_0_to_200,24.0,Existing_credits_paid_till_now,new_car,5836.0,<100DM,<1yr,4,male_single,,1,building_society_savings_agreement/life_insurance,,none,own,1,skilled_employee/official,1,no,yes,0
0_checking,30.0,Existing_credits_paid_till_now,furniture/equipment,1603.0,>1000DM,>7yrs,4,female_divorced/separated/married,,4,building_society_savings_agreement/life_insurance,57.0,none,rent,2,skilled_employee/official,1,yes,yes,0
,15.0,Delay_in_past,furniture/equipment,2971.0,>1000DM,4_to_7yrs,3,female_divorced/separated/married,,2,building_society_savings_agreement/life_insurance,30.0,none,own,2,skilled_employee/official,1,no,yes,0
,12.0,Critical_acct_other_credits_existing,new_car,4968.78950649627,500_to_1000DM,1_to_4yrs,4,male_single,,4,real_estate,44.0,none,own,1,skilled_employee/official,1,yes,yes,0
from_0_to_200,6.0,Delay_in_past,new_car,5247.596338179777,<100DM,unemployed,4,male_single,,4,building_society_savings_agreement/life_insurance,47.0,none,own,1,management_self-employed_highly_qualified/officer,1,yes,yes,1
,12.0,Existing_credits_paid_till_now,radio/television,2642.151119200997,<100DM,1_to_4yrs,2,male_single,,4,car_or_other_nonsavings,52.0,none,own,1,skilled_employee/official,1,yes,yes,0
